This used the traditional method for all matrices of size 8 and below

10	0.000010	0.000020
20	0.000047	0.000167
30	0.000127	0.000293
40	0.000286	0.000759
50	0.000366	0.001161
60	0.000705	0.001470
70	0.001227	0.005191
80	0.001556	0.005750
90	0.002662	0.006748
100	0.003773	0.009127
110	0.005070	0.009429
120	0.006095	0.012708
130	0.007734	0.037506
140	0.009402	0.036665
150	0.011284	0.040286
160	0.013508	0.037862
170	0.015969	0.051001
180	0.018960	0.051503
190	0.022148	0.050693
200	0.026726	0.066207
210	0.030410	0.064864
220	0.034119	0.067672
230	0.041811	0.089949
240	0.047392	0.086339
250	0.053181	0.090727
260	0.057087	0.263388
270	0.070176	0.264258
280	0.073582	0.273586
290	0.089934	0.295003
300	0.097458	0.296668
310	0.109198	0.279891
320	0.116476	0.276248
330	0.129523	0.351638
340	0.139989	0.357237
350	0.151001	0.361093
360	0.160596	0.370228
370	0.181210	0.376999
380	0.197513	0.378795
390	0.231731	0.488037
400	0.232691	0.473777
410	0.275643	0.482332
420	0.276717	0.500865
430	0.304510	0.494704
440	0.309579	0.496704
450	0.346833	0.647671
460	0.362915	0.632072
470	0.401891	0.646219
480	0.429042	0.635227
490	0.469368	0.651006
500	0.483091	0.646604
510	0.519687	0.661671
520	0.538306	1.850768
530	0.583953	1.849338
540	0.616410	1.842355
550	0.670101	1.864528
560	0.682673	1.854592
570	0.745938	1.858871
580	0.772702	1.944210
590	0.833999	1.943683
600	0.878684	1.942709
610	0.930051	1.970430
620	0.955232	1.972869
630	1.079304	1.982462
640	1.282112	1.989648
650	1.160718	2.456742
660	1.149942	2.445944
670	1.276232	2.454305
680	1.258383	2.472913
690	1.395543	2.477132
700	1.428589	2.480620
710	1.497492	2.570248
720	1.493230	2.578478
730	1.756395	2.598905
740	1.849326	2.619887
750	2.088953	2.679949
760	2.450541	2.638037
770	3.015430	3.270880
780	3.112628	3.268414
790	3.648403	3.244083
800	2.999554	3.193667
810	3.472325	3.179122
820	3.395511	3.188799
830	3.972158	3.178791
840	3.851862	3.269736
850	4.934618	3.296375
860	4.375525	3.267105
870	4.585241	3.285441
880	4.516369	3.345019
890	5.650491	3.359084
900	5.401332	4.140448
910	6.597436	4.122918
920	5.457501	4.175547
930	6.859759	4.242888
940	6.247693	4.124423
950	6.645562	4.188426
960	6.174069	4.142950
970	7.844696	4.313248
980	7.620173	4.315234
990	9.234639	4.252938
1000	8.254932	4.396664
1010	9.567078	4.316893
1020	8.829277	4.341078
1030	10.640222	12.570006
1040	9.026561	12.224817
1050	11.031687	12.726056
1060	10.650027	12.665492
1070	13.320341	12.923253
1080	10.866959	12.907837
1090	14.246116	12.929365
1100	12.153536	12.618041
1110	14.974888	12.665723
1120	10.862679	12.710913
1130	15.939898	12.780533
1140	13.541220	13.002880
1150	16.765158	12.833606
1160	13.334480	13.673358
1170	18.148142	13.220723
1180	14.327311	13.623403
1190	19.188919	14.116480
1200	14.271255	14.328589
1210	20.181314	13.583781
1220	16.459141	13.800214
1230	20.886126	13.805848
1240	16.229727	13.641163
1250	21.708611	13.665495
1260	17.719706	13.677834
1270	22.356527	13.455386
1280    17.852171	13.742706
1290	24.866356	17.093117
1300	19.109753	17.118176
1310	24.352156	17.907621
1320	19.443279	17.182587
1330	26.181023	17.260506
1340	21.610134	17.132961
1350	26.616446	17.148771
1360	19.566252	17.191727
1370	28.474993	17.564264
1380	23.679123	17.314217
1390	29.817129	17.391256
1400	23.885805	17.581051
1410	31.958996	17.549973
1420	25.728605	17.581486
1430	32.270615	18.182606
1440	23.728794	17.367476
1450	33.476910	17.474722
1460	27.320732	17.488840
1470	35.183273	17.688076
1480	28.055311	18.446104
1490	37.630775	18.179197
1500	30.818342	18.409992
