Crossover = 83
Trials = 10
Size	Traditional	Strassen
224	0.042105	0.037877	1
225	0.041205	0.038809	1
226	0.042626	0.037585	1
227	0.040578	0.036654	1
228	0.043084	0.040942	1
229	0.049840	0.045262	1
230	0.050274	0.043815	1
231	0.043998	0.038573	1
232	0.047658	0.039112	1
233	0.045619	0.043445	1
234	0.048191	0.041018	1
235	0.048723	0.042588	1
236	0.047640	0.044333	1
237	0.048594	0.043904	1
238	0.048890	0.046232	1
239	0.049581	0.043160	1
240	0.050063	0.045323	1
241	0.054458	0.047637	1
242	0.057664	0.052607	1
243	0.060006	0.052304	1
244	0.054979	0.047578	1
245	0.054736	0.050233	1
246	0.056695	0.050280	1
247	0.053575	0.049249	1
248	0.058349	0.050794	1
249	0.058840	0.053946	1
250	0.060061	0.049011	1
251	0.058447	0.052653	1
252	0.059478	0.051037	1
253	0.058768	0.054207	1
254	0.063513	0.056442	1
255	0.063796	0.057587	1
256	0.065001	0.055727	1
257	0.066467	0.057550	1
258	0.066384	0.057591	1
259	0.066376	0.054196	1
260	0.068805	0.053488	1
261	0.064928	0.056979	1
262	0.065288	0.062225	1
263	0.063378	0.059880	1
264	0.069158	0.062031	1
265	0.067811	0.058671	1
266	0.065897	0.060288	1
267	0.070956	0.061881	1
268	0.070093	0.059382	1
269	0.072302	0.069885	1
270	0.073146	0.064548	1
271	0.073680	0.064106	1
272	0.076357	0.071761	1
273	0.084590	0.072503	1
274	0.090243	0.070139	1
275	0.095420	0.092618	1
276	0.085300	0.064770	1
277	0.094776	0.083212	1
278	0.084369	0.080996	1
279	0.086321	0.075885	1
280	0.082936	0.071355	1
281	0.082789	0.075184	1
282	0.078955	0.072085	1
283	0.083790	0.073312	1
284	0.082665	0.076659	1
285	0.094399	0.081134	1
286	0.089022	0.075491	1
287	0.089790	0.074527	1
288	0.087527	0.076685	1
289	0.087679	0.075706	1
290	0.087258	0.078121	1
291	0.088266	0.079219	1
292	0.091076	0.077218	1
293	0.094778	0.080859	1
294	0.092427	0.091200	1
295	0.091702	0.078655	1
296	0.093330	0.090354	1
297	0.100673	0.085417	1
298	0.099488	0.092137	1
299	0.099974	0.087645	1
300	0.103535	0.086535	1
301	0.103781	0.088183	1
302	0.099277	0.088741	1
303	0.102763	0.084794	1
304	0.105226	0.085462	1
305	0.102586	0.090182	1
306	0.102682	0.093227	1
307	0.105246	0.090234	1
308	0.106678	0.090179	1
309	0.103468	0.092939	1
310	0.107450	0.095335	1
311	0.114529	0.096277	1
312	0.108261	0.093794	1
313	0.109103	0.097782	1
314	0.116014	0.096267	1
315	0.113228	0.096490	1
316	0.116099	0.108633	1
317	0.130706	0.105262	1
318	0.131720	0.099001	1
319	0.112003	0.101443	1
320	0.119696	0.109058	1
321	0.118621	0.107630	1
322	0.125797	0.103754	1
323	0.129476	0.103009	1
324	0.118743	0.108276	1
325	0.126873	0.111525	1
326	0.133506	0.106550	1
327	0.127579	0.110990	1
328	0.128267	0.112714	1
329	0.131618	0.114925	1
330	0.129267	0.115347	1
331	0.139175	0.116681	1
332	0.147632	0.122265	1
333	0.134980	0.114280	1
334	0.137030	0.120603	1
335	0.139800	0.113225	1
336	0.139003	0.120971	1
337	0.137753	0.121796	1
338	0.141075	0.121545	1
339	0.142479	0.131326	1
340	0.145870	0.131810	1
341	0.145751	0.127052	1
342	0.150134	0.122753	1
343	0.163719	0.131081	1
344	0.220014	0.177668	1
345	0.193140	0.148760	1
346	0.155147	0.133542	1
347	0.154176	0.131754	1
348	0.159868	0.132592	1
349	0.158139	0.137436	1
350	0.158857	0.130999	1
351	0.160252	0.135395	1
352	0.153216	0.132441	1
353	0.162905	0.138404	1
354	0.167125	0.146099	1
355	0.164820	0.149742	1
356	0.171071	0.144309	1
357	0.168691	0.144761	1
358	0.173112	0.145513	1
359	0.163065	0.133870	1
360	0.166832	0.149216	1
361	0.171684	0.153137	1
362	0.174581	0.157304	1
363	0.172399	0.153366	1
364	0.178417	0.154672	1
365	0.183489	0.145468	1
366	0.182461	0.170532	1
367	0.196799	0.151305	1
368	0.185598	0.154379	1
369	0.188913	0.159140	1
370	0.177248	0.160843	1
371	0.184433	0.160589	1
372	0.193153	0.163999	1
373	0.195998	0.160090	1
374	0.192697	0.164402	1
375	0.197975	0.153368	1
376	0.204809	0.171755	1
377	0.206999	0.163915	1
378	0.203247	0.170246	1
379	0.202709	0.167961	1
380	0.203129	0.167185	1
381	0.200763	0.166202	1
382	0.200312	0.169536	1
383	0.205637	0.165632	1
384	0.202862	0.160051	1
385	0.215522	0.194417	1
386	0.224004	0.182217	1
387	0.212537	0.180390	1
388	0.216585	0.183756	1
389	0.216262	0.176401	1
390	0.231470	0.172379	1
391	0.231486	0.179139	1
392	0.225307	0.178916	1
393	0.225516	0.195617	1
394	0.235220	0.200334	1
395	0.231982	0.187254	1
396	0.217913	0.188698	1
397	0.243942	0.199110	1
398	0.224890	0.188789	1
399	0.228404	0.196040	1
400	0.229783	0.193012	1
401	0.227797	0.196706	1
402	0.246980	0.209441	1
403	0.248593	0.203662	1
404	0.237586	0.200942	1
405	0.244641	0.208610	1
406	0.236527	0.201460	1
407	0.244604	0.199081	1
408	0.242012	0.194663	1
409	0.249035	0.217468	1
410	0.286043	0.270572	1
411	0.257849	0.224476	1
412	0.262221	0.216531	1
413	0.257576	0.223622	1
414	0.262759	0.221927	1
415	0.255640	0.222795	1
416	0.280172	0.252980	1
417	0.324420	0.247769	1
418	0.270572	0.230531	1
419	0.273286	0.227014	1
420	0.270765	0.223014	1
421	0.275409	0.240819	1
422	0.277227	0.222763	1
423	0.289483	0.237486	1
424	0.284969	0.220699	1
425	0.273962	0.236428	1
426	0.284591	0.248032	1
427	0.288355	0.231912	1
428	0.283496	0.243273	1
429	0.295247	0.231869	1
430	0.299465	0.242914	1
431	0.298957	0.231695	1
432	0.299454	0.233473	1
433	0.287883	0.254034	1
434	0.291547	0.254005	1
435	0.295805	0.241288	1
436	0.304238	0.262788	1
437	0.313803	0.259443	1
438	0.317244	0.243062	1
439	0.303569	0.250222	1
440	0.313345	0.252643	1
441	0.315770	0.262870	1
442	0.299735	0.288334	1
443	0.336457	0.261766	1
444	0.323370	0.269177	1
445	0.321002	0.259777	1
446	0.323393	0.255809	1
447	0.314309	0.260936	1
448	0.320190	0.275521	1
449	0.360075	0.286585	1
450	0.319362	0.263857	1
451	0.324619	0.268411	1
452	0.337727	0.280556	1
453	0.344738	0.280968	1
454	0.348298	0.291470	1
455	0.350601	0.281082	1
456	0.334102	0.270806	1
457	0.366849	0.285591	1
458	0.355874	0.288423	1
459	0.351772	0.297864	1
460	0.375383	0.289280	1
461	0.355842	0.285723	1
462	0.358696	0.278766	1
463	0.350932	0.290733	1
464	0.373490	0.295667	1
465	0.373899	0.307767	1
466	0.363479	0.304472	1
467	0.371458	0.293623	1
468	0.371466	0.297406	1
469	0.372743	0.294330	1
470	0.406290	0.321241	1
471	0.388207	0.302145	1
472	0.385201	0.292153	1
473	0.387427	0.322573	1
474	0.399752	0.317751	1
475	0.405880	0.352624	1
476	0.393234	0.309173	1
477	0.401569	0.329740	1
478	0.402095	0.336693	1
479	0.430824	0.325022	1
480	0.451389	0.325051	1
481	0.400718	0.328549	1
482	0.414693	0.335425	1
483	0.408431	0.342102	1
484	0.415574	0.358913	1
485	0.422974	0.353401	1
486	0.443759	0.357730	1
487	0.433121	0.335121	1
488	0.426044	0.330931	1
489	0.466694	0.372761	1
490	0.427105	0.353087	1
491	0.433514	0.363288	1
492	0.441634	0.348225	1
493	0.482476	0.420241	1
494	0.437286	0.349280	1
495	0.438183	0.350666	1
496	0.429585	0.355187	1
497	0.445957	0.395068	1
498	0.464198	0.370313	1
499	0.462915	0.418343	1
