2, 0.521198
3, 0.556481
4, 0.544040
5, 0.522581
6, 0.501002
7, 0.481089
8, 0.463045
9, 0.446067
10, 0.431016
11, 0.416626
12, 0.404429
13, 0.392438
14, 0.382116
15, 0.371943
16, 0.363151
17, 0.354572
18, 0.346887
19, 0.339350
20, 0.332117
21, 0.325767
22, 0.319862
23, 0.313901
24, 0.308578
25, 0.303076
26, 0.298279
27, 0.293600
28, 0.289089
29, 0.284694
30, 0.280422
31, 0.276910
32, 0.273262
33, 0.269281
34, 0.265882
35, 0.262555
36, 0.259299
37, 0.256472
38, 0.253545
39, 0.250514
40, 0.247875
41, 0.245032
42, 0.242708
43, 0.239979
44, 0.237527
45, 0.234947
46, 0.232914
47, 0.230803
48, 0.228397
49, 0.226440
50, 0.224519
51, 0.222272
52, 0.220509
53, 0.218561
54, 0.216854
55, 0.214963
56, 0.213296
57, 0.211616
58, 0.209898
59, 0.208408
60, 0.206707
61, 0.205116
62, 0.203800
63, 0.202243
64, 0.200688
65, 0.199356
66, 0.198111
67, 0.196774
68, 0.195435
69, 0.194171
70, 0.192842
71, 0.191576
72, 0.190336
73, 0.189262
74, 0.188052
75, 0.186931
76, 0.185786
77, 0.184703
78, 0.183590
79, 0.182485
80, 0.181398
81, 0.180479
82, 0.179445
83, 0.178422
84, 0.177533
85, 0.176539
86, 0.175596
87, 0.174713
88, 0.173800
89, 0.172961
90, 0.172082
91, 0.171070
92, 0.170218
93, 0.169509
94, 0.168605
95, 0.167817
96, 0.166953
97, 0.166150
98, 0.165525
99, 0.164581
