2, 0.778832
3, 0.804133
4, 0.788567
5, 0.767193
6, 0.745194
7, 0.726647
8, 0.709071
9, 0.694169
10, 0.680518
11, 0.667638
12, 0.656939
13, 0.646500
14, 0.636855
15, 0.628168
16, 0.619655
17, 0.612283
18, 0.604802
19, 0.598306
20, 0.591891
21, 0.586176
22, 0.580179
23, 0.574385
24, 0.569325
25, 0.564841
26, 0.560454
27, 0.555494
28, 0.551466
29, 0.547673
30, 0.543501
31, 0.539721
32, 0.536226
33, 0.532540
34, 0.529106
35, 0.526061
36, 0.522749
37, 0.519899
38, 0.517096
39, 0.513873
40, 0.510967
41, 0.508898
42, 0.506179
43, 0.503266
44, 0.501096
45, 0.498329
46, 0.495991
47, 0.493464
48, 0.491647
49, 0.489324
50, 0.487316
51, 0.484844
52, 0.483056
53, 0.481268
54, 0.479127
55, 0.477377
56, 0.475259
57, 0.473292
58, 0.471362
59, 0.469807
60, 0.468227
61, 0.466446
62, 0.464643
63, 0.463062
64, 0.461518
65, 0.460075
66, 0.458372
67, 0.457165
68, 0.455449
69, 0.454135
70, 0.452604
71, 0.451503
72, 0.449927
73, 0.448513
74, 0.447179
75, 0.445930
76, 0.444361
77, 0.443696
78, 0.441981
79, 0.440724
80, 0.439676
81, 0.438166
82, 0.437215
83, 0.435925
84, 0.434648
85, 0.433649
86, 0.432281
87, 0.431572
88, 0.430536
89, 0.429297
90, 0.427944
91, 0.427014
92, 0.426105
93, 0.425325
94, 0.423999
95, 0.422907
96, 0.422120
97, 0.421119
98, 0.420096
99, 0.419279
