2, 0.500798
3, 0.499938
4, 0.457490
5, 0.413759
6, 0.375512
7, 0.343871
8, 0.316753
9, 0.294018
10, 0.274675
11, 0.258005
12, 0.243745
13, 0.231050
14, 0.219412
15, 0.209255
16, 0.200405
17, 0.192403
18, 0.184770
19, 0.177777
20, 0.171304
21, 0.165673
22, 0.160160
23, 0.155310
24, 0.150755
25, 0.146245
26, 0.142060
27, 0.138343
28, 0.134688
29, 0.131366
30, 0.128111
31, 0.125082
32, 0.122106
33, 0.119508
34, 0.116878
35, 0.114497
36, 0.112112
37, 0.109890
38, 0.107725
39, 0.105507
40, 0.103630
41, 0.101634
42, 0.099882
43, 0.098113
44, 0.096456
45, 0.094961
46, 0.093322
47, 0.091614
48, 0.090290
49, 0.088740
50, 0.087464
51, 0.086107
52, 0.084908
53, 0.083604
54, 0.082685
55, 0.081361
56, 0.080148
57, 0.079155
58, 0.078012
59, 0.077051
60, 0.075951
61, 0.075129
62, 0.074132
63, 0.073340
64, 0.072418
65, 0.071496
66, 0.070776
67, 0.069867
68, 0.069038
69, 0.068156
70, 0.067468
71, 0.066809
72, 0.066070
73, 0.065306
74, 0.064615
75, 0.064079
76, 0.063286
77, 0.062659
78, 0.062031
79, 0.061369
80, 0.060783
81, 0.060223
82, 0.059604
83, 0.059119
84, 0.058561
85, 0.057996
86, 0.057427
87, 0.056920
88, 0.056368
89, 0.055863
90, 0.055447
91, 0.054906
92, 0.054515
93, 0.053970
94, 0.053531
95, 0.053071
96, 0.052617
97, 0.052297
98, 0.051854
99, 0.051412
