2, 0.332815
3, 0.374696
4, 0.366086
5, 0.346911
6, 0.326763
7, 0.306397
8, 0.287897
9, 0.271989
10, 0.257027
11, 0.244493
12, 0.232784
13, 0.221993
14, 0.212279
15, 0.203243
16, 0.195049
17, 0.187561
18, 0.180985
19, 0.174864
20, 0.169023
21, 0.163491
22, 0.158333
23, 0.154102
24, 0.149470
25, 0.145175
26, 0.141266
27, 0.137681
28, 0.134160
29, 0.130948
30, 0.127742
31, 0.124816
32, 0.122049
33, 0.119356
34, 0.116630
35, 0.114236
36, 0.112115
37, 0.109886
38, 0.107787
39, 0.105714
40, 0.103727
41, 0.101803
42, 0.100157
43, 0.098335
44, 0.096627
45, 0.095160
46, 0.093489
47, 0.091968
48, 0.090650
49, 0.089152
50, 0.087736
51, 0.086479
52, 0.085183
53, 0.084109
54, 0.082796
55, 0.081846
56, 0.080612
57, 0.079505
58, 0.078316
59, 0.077438
60, 0.076427
61, 0.075533
62, 0.074449
63, 0.073678
64, 0.072663
65, 0.071967
66, 0.070899
67, 0.070178
68, 0.069366
69, 0.068577
70, 0.067794
71, 0.067144
72, 0.066353
73, 0.065722
74, 0.064934
75, 0.064362
76, 0.063681
77, 0.063099
78, 0.062399
79, 0.061705
80, 0.061165
81, 0.060575
82, 0.059959
83, 0.059356
84, 0.058826
85, 0.058295
86, 0.057799
87, 0.057193
88, 0.056728
89, 0.056263
90, 0.055753
91, 0.055214
